 00Z 19 09 2017,  0.00,  13.67
 12Z 19 09 2017,  0.00,  13.50
 00Z 20 09 2017,  0.00,  13.00
 12Z 20 09 2017,  1.44 ,  11.61
 00Z 21 09 2017,  1.59 ,  8.63
 12Z 21 09 2017,  0.00,  8.15
 00Z 22 09 2017,  0.00,  9.50
 12Z 22 09 2017,  1.95 ,  8.32
 00Z 23 09 2017,  0.00,  6.34
 12Z 23 09 2017,  0.00,  5.51
 00Z 24 09 2017,  0.00,  5.41
 12Z 24 09 2017,  0.00,  5.53
 00Z 25 09 2017,  39.39 ,  7.87
 12Z 25 09 2017,  4.20,  9.72
 00Z 26 09 2017,  0.00,  13.33
 12Z 26 09 2017,  0.00,  14.04
 00Z 27 09 2017,  0.00,  17.45
 12Z 27 09 2017,  0.00,  15.65
 00Z 28 09 2017,  0.00,  14.10
 12Z 28 09 2017,  0.88 ,  5.96
 00Z 29 09 2017,  0.89 ,  5.01
 12Z 29 09 2017,  0.00,  6.50
 00Z 30 09 2017,  0.00,  15.73
 12Z 30 09 2017,  0.00,  4.63
 00Z 01 10 2017,  0.00,  3.70
 12Z 01 10 2017,  0.00,  9.21
 00Z 02 10 2017,  0.00,  23.16
 00Z 04 10 2017,  1.39 ,  7.08
 12Z 04 10 2017,  0.74 ,  5.70
 12Z 05 10 2017,  0.08 ,  8.24
 00Z 06 10 2017,  0.00,  8.53
 12Z 06 10 2017,  0.00,  4.67
 21Z 06 10 2017,  0.00,  4.59
 12Z 07 10 2017,  0.00,  6.19
 00Z 08 10 2017,  0.00,  8.79
 12Z 08 10 2017,  0.00,  7.97
 00Z 09 10 2017,  0.00,  7.18
 12Z 09 10 2017,  0.00,  6.38
 00Z 10 10 2017,  0.00,  5.69
 12Z 10 10 2017,  0.00,  5.45
 00Z 11 10 2017,  0.00,  9.05
 12Z 11 10 2017,  0.00,  6.07
 00Z 12 10 2017,  0.67 ,  5.18
 12Z 12 10 2017,  0.00,  5.70
 00Z 13 10 2017,  0.00,  6.42
 12Z 13 10 2017,  0.00,  7.34
 00Z 14 10 2017,  0.00,  5.00
 12Z 14 10 2017,  0.00,  3.13
 00Z 15 10 2017,  0.00,  2.88
 12Z 15 10 2017,  0.00,  3.11
 00Z 16 10 2017,  0.00,  4.43
 12Z 16 10 2017,  0.00,  3.86
 00Z 17 10 2017,  0.00,  4.16
 12Z 17 10 2017,  0.00,  4.20
 00Z 18 10 2017,  0.00,  5.37
 12Z 18 10 2017,  0.00,  7.25
 00Z 19 10 2017,  0.00,  5.72
 12Z 19 10 2017,  0.00,  5.53
 00Z 20 10 2017,  0.00,  5.21
 12Z 20 10 2017,  0.00,  6.53
 00Z 21 10 2017,  0.00,  9.73
 12Z 21 10 2017,  0.00,  11.40
 00Z 22 10 2017,  0.00,  19.06
 12Z 22 10 2017,  0.00,  11.67
 00Z 23 10 2017,  0.00,  11.16
 12Z 24 10 2017,  0.00,  4.36
 00Z 25 10 2017,  0.00,  3.37
 12Z 25 10 2017,  0.00,  3.80
 00Z 26 10 2017,  0.00,  3.73
 12Z 26 10 2017,  0.00,  4.67
 12Z 27 10 2017,  0.00,  3.18
 00Z 28 10 2017,  0.00,  1.72
 12Z 28 10 2017,  0.00,  2.21
 00Z 29 10 2017,  0.00,  3.45
