 00Z 21 11 2017,  0.00,  4.78
 00Z 23 11 2017,  0.00,  4.48
 00Z 24 11 2017,  0.00,  4.53
 12Z 24 11 2017,  0.00,  4.46
 00Z 25 11 2017,  0.00,  3.16
 12Z 25 11 2017,  0.00,  3.72
 00Z 26 11 2017,  0.00,  4.43
 12Z 26 11 2017,  0.00,  3.47
 00Z 27 11 2017,  0.00,  4.06
 12Z 27 11 2017,  0.00,  3.50
 00Z 28 11 2017,  0.00,  4.36
 12Z 28 11 2017,  0.00,  3.91
 00Z 29 11 2017,  0.00,  3.51
 12Z 29 11 2017,  0.00,  3.77
 00Z 30 11 2017,  0.00,  3.16
 12Z 30 11 2017,  0.00,  2.92
 00Z 01 12 2017,  0.00,  3.16
 12Z 01 12 2017,  0.00,  3.34
 00Z 02 12 2017,  0.00,  3.40
 12Z 02 12 2017,  0.00,  3.40
 00Z 03 12 2017,  0.00,  3.39
 12Z 03 12 2017,  0.00,  2.88
 00Z 04 12 2017,  0.00,  2.85
 00Z 05 12 2017,  0.00,  3.00
 12Z 05 12 2017,  0.00,  2.96
 00Z 06 12 2017,  0.00,  2.85
 12Z 06 12 2017,  0.00,  3.85
 00Z 07 12 2017,  0.00,  3.31
 12Z 07 12 2017,  0.00,  2.39
 00Z 08 12 2017,  0.00,  1.78
 12Z 08 12 2017,  0.00,  1.63
 00Z 09 12 2017,  0.00,  1.49
 12Z 09 12 2017,  0.00,  2.11
 00Z 10 12 2017,  0.00,  1.71
 12Z 10 12 2017,  0.00,  1.44
 00Z 11 12 2017,  0.00,  2.29
 00Z 12 12 2017,  0.00,  1.45
 12Z 12 12 2017,  0.00,  2.57
 00Z 13 12 2017,  0.00,  2.12
 12Z 13 12 2017,  0.00,  1.66
 00Z 14 12 2017,  0.00,  1.75
 12Z 14 12 2017,  0.00,  1.93
 00Z 15 12 2017,  0.00,  1.59
 12Z 15 12 2017,  0.00,  1.61
 00Z 16 12 2017,  0.00,  1.95
 12Z 16 12 2017,  0.00,  1.94
 00Z 17 12 2017,  0.00,  1.91
 12Z 17 12 2017,  0.00,  2.84
 00Z 18 12 2017,  0.00,  3.75
 12Z 22 12 2017,  0.00,  1.60
 00Z 23 12 2017,  0.00,  1.34
 12Z 23 12 2017,  0.00,  1.21
 00Z 24 12 2017,  0.00,  1.31
 12Z 24 12 2017,  0.00,  1.81
 00Z 25 12 2017,  0.00,  1.85
 00Z 26 12 2017,  0.00,  1.80
 12Z 26 12 2017,  0.00,  1.51
 00Z 27 12 2017,  0.00,  1.77
 12Z 27 12 2017,  0.00,  1.61
 12Z 28 12 2017,  0.00,  1.25
 00Z 29 12 2017,  0.00,  1.13
 12Z 29 12 2017,  0.00,  1.52
 00Z 30 12 2017,  0.00,  2.38
 12Z 30 12 2017,  0.00,  1.59
 00Z 31 12 2017,  0.00,  1.48
 12Z 31 12 2017,  0.00,  2.55
